Column1,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
FDZ04,9.31,Low Fat,0.04,Frozen Foods,61.65,OUT013,1987,High,Tier 3,Supermarket Type1,379.51,38
FDU16,19.25,Regular,0.06,Frozen Foods,82.19,OUT049,1999,Medium,Tier 1,Supermarket Type1,2432.83,26
FDV07,9.5,Low Fat,0.03,Fruits and Vegetables,110.72,OUT045,2002,Medium,Tier 2,Supermarket Type1,1657.84,23
NCL19,15.35,Low Fat,0.02,Others,143.95,OUT013,1987,High,Tier 3,Supermarket Type1,3006.09,38
FDW01,12.857645184135976,Low Fat,0.06,Canned,153.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,2287.02,40
FDC10,12.857645184135976,Regular,0.07,Snack Foods,120.31,OUT027,1985,Medium,Tier 3,Supermarket Type3,1687.14,40
DRC12,17.85,Low Fat,0.04,Soft Drinks,189.12,OUT017,2007,Medium,Tier 2,Supermarket Type1,3237.12,18
DRK39,7.02,Low Fat,0.05,Dairy,82.22,OUT013,1987,High,Tier 3,Supermarket Type1,2746.42,38
FDG24,12.857645184135976,Low Fat,0.01,Baking Goods,81.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,1331.6,40
FDO04,12.857645184135976,Low Fat,0.03,Frozen Foods,53.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,607.88,40
DRB25,12.3,Low Fat,0.07,Soft Drinks,106.39,OUT035,2004,Small,Tier 2,Supermarket Type1,857.55,21
FDK26,5.46,Regular,0.03,Canned,184.82,OUT035,2004,Small,Tier 2,Supermarket Type1,4287.75,21
FDM52,15.1,Low Fat,0.03,Frozen Foods,147.21,OUT045,2002,Medium,Tier 2,Supermarket Type1,1773.69,23
FDY07,11.8,Low Fat,0.12,Fruits and Vegetables,46.84,OUT045,2002,Medium,Tier 2,Supermarket Type1,597.22,23
NCO06,19.25,Low Fat,0.11,Household,33.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,441.43,16
FDO10,13.65,Regular,0.0,Snack Foods,55.86,OUT045,2002,Medium,Tier 2,Supermarket Type1,1431.47,23
FDK34,13.35,Low Fat,0.04,Snack Foods,240.26,OUT013,1987,High,Tier 3,Supermarket Type1,2860.28,38
FDS33,12.857645184135976,Regular,0.12,Snack Foods,86.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.95,40
FDO45,13.15,Regular,0.04,Snack Foods,88.69,OUT045,2002,Medium,Tier 2,Supermarket Type1,1757.71,23
FDF08,14.3,Regular,0.07,Fruits and Vegetables,89.89,OUT046,1997,Small,Tier 1,Supermarket Type1,966.74,28
FDH58,12.3,Low Fat,0.04,Snack Foods,115.18,OUT045,2002,Medium,Tier 2,Supermarket Type1,1958.12,23
FDS03,7.825,Low Fat,0.13,Meat,63.28,OUT010,1998,Medium,Tier 3,Grocery Store,129.17,27
DRF03,19.1,Low Fat,0.05,Dairy,38.81,OUT035,2004,Small,Tier 2,Supermarket Type1,365.52,21
FDE02,8.71,Low Fat,0.12,Canned,93.78,OUT013,1987,High,Tier 3,Supermarket Type1,1783.68,38
NCZ06,19.6,Low Fat,0.09,Household,252.27,OUT013,1987,High,Tier 3,Supermarket Type1,2790.37,38
FDW49,19.5,Low Fat,0.0,Canned,179.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,2328.3,26
FDR23,15.85,Low Fat,0.0,Breads,174.74,OUT017,2007,Medium,Tier 2,Supermarket Type1,2822.99,18
NCJ29,12.857645184135976,Low Fat,0.04,Health and Hygiene,85.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,2045.34,40
FDY35,17.6,Regular,0.02,Breads,47.24,OUT045,2002,Medium,Tier 2,Supermarket Type1,505.34,23
FDZ01,12.857645184135976,Regular,0.01,Canned,102.7,OUT027,1985,Medium,Tier 3,Supermarket Type3,3095.97,40
FDX19,19.1,Low Fat,0.1,Fruits and Vegetables,233.2,OUT046,1997,Small,Tier 1,Supermarket Type1,5141.31,28
FDG44,6.13,Low Fat,0.1,Fruits and Vegetables,54.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,808.95,16
FDQ23,6.55,Low Fat,0.02,Breads,100.63,OUT035,2004,Small,Tier 2,Supermarket Type1,2665.86,21
FDY22,16.5,Regular,0.16,Snack Foods,143.81,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588.63,18
NCN41,17.0,Low Fat,0.05,Health and Hygiene,125.07,OUT013,1987,High,Tier 3,Supermarket Type1,1108.56,38
FDA47,10.5,Regular,0.0,Baking Goods,162.42,OUT045,2002,Medium,Tier 2,Supermarket Type1,1304.97,23
NCD19,8.93,Low Fat,0.0,Household,55.46,OUT045,2002,Medium,Tier 2,Supermarket Type1,331.57,23
FDO36,12.857645184135976,Low Fat,0.08,Baking Goods,180.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,3235.79,40
FDH20,16.1,Regular,0.02,Fruits and Vegetables,95.14,OUT013,1987,High,Tier 3,Supermarket Type1,3089.31,38
FDN12,12.857645184135976,Low Fat,0.08,Baking Goods,113.15,OUT027,1985,Medium,Tier 3,Supermarket Type3,3355.63,40
NCJ30,5.82,Low Fat,0.08,Household,171.38,OUT018,2009,Medium,Tier 3,Supermarket Type2,2037.35,16
FDB09,16.25,Low Fat,0.06,Fruits and Vegetables,126.2,OUT049,1999,Medium,Tier 1,Supermarket Type1,1867.57,26
FDA09,13.35,Regular,0.15,Snack Foods,180.27,OUT045,2002,Medium,Tier 2,Supermarket Type1,898.83,23
FDL24,12.857645184135976,Regular,0.02,Baking Goods,172.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,7759.9,40
FDP03,5.15,Regular,0.06,Meat,125.64,OUT035,2004,Small,Tier 2,Supermarket Type1,2848.29,21
FDR58,12.857645184135976,Low Fat,0.04,Snack Foods,94.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,2868.93,40
FDO13,7.865,Low Fat,0.06,Breakfast,166.05,OUT013,1987,High,Tier 3,Supermarket Type1,3617.96,38
DRD49,9.895,Low Fat,0.17,Soft Drinks,239.46,OUT035,2004,Small,Tier 2,Supermarket Type1,5243.84,21
NCF42,17.35,Low Fat,0.17,Household,176.07,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.25,21
DRK35,8.365,Low Fat,0.07,Hard Drinks,36.15,OUT035,2004,Small,Tier 2,Supermarket Type1,721.06,21
FDR58,6.675,Low Fat,0.04,Snack Foods,92.15,OUT013,1987,High,Tier 3,Supermarket Type1,1203.1,38
FDQ15,12.857645184135976,Regular,0.15,Meat,83.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,1868.23,40
NCP50,17.35,Low Fat,0.02,Others,80.56,OUT013,1987,High,Tier 3,Supermarket Type1,322.25,38
FDV45,16.75,Low Fat,0.05,Snack Foods,186.46,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.87,28
DRP35,18.85,Low Fat,0.09,Hard Drinks,129.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,3195.84,26
FDN23,6.575,Regular,0.08,Breads,143.54,OUT035,2004,Small,Tier 2,Supermarket Type1,3338.32,21
FDS44,12.65,Regular,0.16,Fruits and Vegetables,238.95,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.01,26
NCI54,15.2,Low Fat,0.03,Household,110.99,OUT018,2009,Medium,Tier 3,Supermarket Type2,1856.25,16
FDH40,12.857645184135976,Regular,0.08,Frozen Foods,79.33,OUT027,1985,Medium,Tier 3,Supermarket Type3,1380.87,40
FDF46,7.07,Low Fat,0.09,Snack Foods,113.38,OUT035,2004,Small,Tier 2,Supermarket Type1,1267.02,21
FDA21,13.65,Low Fat,0.04,Snack Foods,184.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,5182.59,16
FDI41,12.857645184135976,Regular,0.11,Frozen Foods,145.24,OUT019,1985,Small,Tier 1,Grocery Store,147.14,40
FDE35,7.06,Regular,0.07,Starchy Foods,58.89,OUT010,1998,Medium,Tier 3,Grocery Store,58.59,27
DRJ24,11.8,Low Fat,0.11,Soft Drinks,186.39,OUT013,1987,High,Tier 3,Supermarket Type1,5367.68,38
NCK17,12.857645184135976,Low Fat,0.04,Health and Hygiene,41.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,1358.23,40
FDA15,9.3,Low Fat,0.02,Dairy,250.21,OUT045,2002,Medium,Tier 2,Supermarket Type1,5976.22,23
FDD36,12.857645184135976,Low Fat,0.02,Baking Goods,117.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.74,40
DRD60,12.857645184135976,Low Fat,0.07,Soft Drinks,181.16,OUT019,1985,Small,Tier 1,Grocery Store,181.76,40
FDA46,13.6,Low Fat,0.12,Snack Foods,195.41,OUT013,1987,High,Tier 3,Supermarket Type1,5443.58,38
NCO54,19.5,Low Fat,0.01,Household,57.26,OUT045,2002,Medium,Tier 2,Supermarket Type1,1547.32,23
FDL48,19.35,Regular,0.14,Baking Goods,47.1,OUT010,1998,Medium,Tier 3,Grocery Store,145.81,27
NCM19,12.857645184135976,Low Fat,0.05,Others,112.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,5063.41,40
FDS31,13.1,Regular,0.0,Fruits and Vegetables,178.93,OUT049,1999,Medium,Tier 1,Supermarket Type1,3067.34,26
FDV12,16.7,Regular,0.06,Baking Goods,97.64,OUT035,2004,Small,Tier 2,Supermarket Type1,2857.61,21
FDQ31,5.785,Regular,0.0,Fruits and Vegetables,87.19,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.17,21
FDK55,12.857645184135976,Low Fat,0.05,Meat,89.42,OUT019,1985,Small,Tier 1,Grocery Store,178.43,40
DRG15,6.13,Low Fat,0.08,Dairy,59.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.09,26
NCR17,9.8,Low Fat,0.02,Health and Hygiene,116.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,2896.23,16
FDV01,12.857645184135976,Regular,0.0,Canned,154.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,6515.52,40
FDT21,7.42,Low Fat,0.02,Snack Foods,248.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,996.04,16
FDT10,16.7,Regular,0.06,Snack Foods,57.46,OUT046,1997,Small,Tier 1,Supermarket Type1,948.1,28
FDL56,12.857645184135976,Low Fat,0.22,Fruits and Vegetables,85.62,OUT019,1985,Small,Tier 1,Grocery Store,87.22,40
FDS49,9.0,Low Fat,0.08,Canned,80.16,OUT017,2007,Medium,Tier 2,Supermarket Type1,1178.47,18
FDT32,12.857645184135976,Regular,0.11,Fruits and Vegetables,188.42,OUT019,1985,Small,Tier 1,Grocery Store,565.26,40
NCX42,6.36,Low Fat,0.01,Household,164.55,OUT013,1987,High,Tier 3,Supermarket Type1,2137.88,38
FDX26,17.7,Low Fat,0.15,Dairy,184.13,OUT010,1998,Medium,Tier 3,Grocery Store,547.29,27
FDN02,16.5,Low Fat,0.07,Canned,208.56,OUT013,1987,High,Tier 3,Supermarket Type1,2691.83,38
FDJ40,12.857645184135976,Regular,0.05,Frozen Foods,108.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,3057.35,40
FDU13,12.857645184135976,Low Fat,0.33,Canned,146.04,OUT019,1985,Small,Tier 1,Grocery Store,588.57,40
DRE27,11.85,Low Fat,0.13,Dairy,96.47,OUT046,1997,Small,Tier 1,Supermarket Type1,978.73,28
FDS27,10.195,Regular,0.01,Meat,197.51,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.93,21
FDU44,12.857645184135976,Regular,0.06,Fruits and Vegetables,162.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,3086.65,40
DRM59,12.857645184135976,Low Fat,0.01,Hard Drinks,153.3,OUT019,1985,Small,Tier 1,Grocery Store,461.4,40
FDT08,13.65,Low Fat,0.05,Fruits and Vegetables,150.5,OUT049,1999,Medium,Tier 1,Supermarket Type1,2696.49,26
FDL46,20.35,Low Fat,0.05,Snack Foods,117.95,OUT017,2007,Medium,Tier 2,Supermarket Type1,1649.85,18
NCV30,20.2,Low Fat,0.11,Household,62.05,OUT010,1998,Medium,Tier 3,Grocery Store,126.5,27
FDP51,13.85,Regular,0.09,Meat,119.61,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.71,28
FDA51,8.05,Regular,0.16,Dairy,112.25,OUT013,1987,High,Tier 3,Supermarket Type1,1707.78,38
FDM46,7.365,Low Fat,0.16,Snack Foods,94.71,OUT045,2002,Medium,Tier 2,Supermarket Type1,932.12,23
FDK02,12.5,Low Fat,0.11,Canned,118.34,OUT017,2007,Medium,Tier 2,Supermarket Type1,2157.19,18
FDJ57,7.42,Regular,0.02,Seafood,184.86,OUT035,2004,Small,Tier 2,Supermarket Type1,4643.96,21
FDJ45,12.857645184135976,Low Fat,0.07,Seafood,33.72,OUT027,1985,Medium,Tier 3,Supermarket Type3,1281.0,40
NCB31,6.235,Low Fat,0.12,Household,261.99,OUT017,2007,Medium,Tier 2,Supermarket Type1,2366.92,18
FDJ03,12.35,Regular,0.07,Dairy,49.17,OUT013,1987,High,Tier 3,Supermarket Type1,886.85,38
FDT50,6.75,Regular,0.11,Dairy,95.68,OUT013,1987,High,Tier 3,Supermarket Type1,958.75,38
NCY41,16.75,Low Fat,0.08,Health and Hygiene,36.85,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5,26
FDJ60,19.35,Regular,0.06,Baking Goods,163.32,OUT045,2002,Medium,Tier 2,Supermarket Type1,2641.89,23
FDZ35,9.6,Regular,0.02,Breads,102.5,OUT046,1997,Small,Tier 1,Supermarket Type1,1547.98,28
FDS21,19.85,Regular,0.02,Snack Foods,62.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.19,16
FDM52,15.1,Low Fat,0.03,Frozen Foods,147.41,OUT046,1997,Small,Tier 1,Supermarket Type1,2808.34,28
FDQ08,12.857645184135976,Regular,0.02,Fruits and Vegetables,62.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,2266.38,40
FDQ56,6.59,Low Fat,0.11,Fruits and Vegetables,85.69,OUT035,2004,Small,Tier 2,Supermarket Type1,1929.49,21
FDS47,16.75,Low Fat,0.13,Breads,89.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,1054.63,26
DRM48,15.2,Low Fat,0.11,Soft Drinks,38.68,OUT045,2002,Medium,Tier 2,Supermarket Type1,1155.83,23
FDW46,13.0,Regular,0.07,Snack Foods,65.75,OUT017,2007,Medium,Tier 2,Supermarket Type1,1174.47,18
FDW27,5.86,Regular,0.15,Meat,154.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,3412.89,16
NCQ05,11.395,Low Fat,0.04,Health and Hygiene,150.17,OUT010,1998,Medium,Tier 3,Grocery Store,300.94,27
FDU40,20.85,Low Fat,0.06,Frozen Foods,192.25,OUT010,1998,Medium,Tier 3,Grocery Store,387.5,27
DRE12,12.857645184135976,Low Fat,0.07,Soft Drinks,112.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,2942.84,40
FDX35,5.035,Regular,0.08,Breads,226.3,OUT013,1987,High,Tier 3,Supermarket Type1,4098.66,38
FDD51,11.15,Low Fat,0.12,Dairy,45.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,452.74,26
FDY27,6.38,Low Fat,0.03,Dairy,178.33,OUT018,2009,Medium,Tier 3,Supermarket Type2,3211.82,16
NCN06,8.39,Low Fat,0.12,Household,162.29,OUT046,1997,Small,Tier 1,Supermarket Type1,2620.59,28
FDR57,5.675,Regular,0.02,Snack Foods,155.53,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.16,21
FDL32,15.7,Regular,0.12,Fruits and Vegetables,110.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,1565.96,26
FDW46,13.0,Regular,0.07,Snack Foods,65.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,1043.97,16
NCO17,12.857645184135976,Low Fat,0.07,Health and Hygiene,121.84,OUT027,1985,Medium,Tier 3,Supermarket Type3,3115.94,40
FDR19,13.5,Regular,0.16,Fruits and Vegetables,145.31,OUT013,1987,High,Tier 3,Supermarket Type1,729.05,38
FDJ33,8.895,Regular,0.09,Snack Foods,125.17,OUT017,2007,Medium,Tier 2,Supermarket Type1,2956.15,18
FDB15,10.895,Low Fat,0.14,Dairy,263.06,OUT046,1997,Small,Tier 1,Supermarket Type1,527.31,28
FDA52,16.2,Regular,0.13,Frozen Foods,178.44,OUT045,2002,Medium,Tier 2,Supermarket Type1,1058.62,23
FDZ08,12.857645184135976,Regular,0.11,Fruits and Vegetables,84.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,1320.95,40
FDR27,15.1,Regular,0.1,Meat,131.99,OUT017,2007,Medium,Tier 2,Supermarket Type1,3047.37,18
NCK42,7.475,Low Fat,0.01,Household,217.62,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.75,28
FDZ12,12.857645184135976,Low Fat,0.0,Baking Goods,144.85,OUT019,1985,Small,Tier 1,Grocery Store,143.15,40
FDM60,10.8,Regular,0.05,Baking Goods,41.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,446.75,16
NCI31,20.0,Low Fat,0.08,Others,35.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,585.9,16
FDX39,14.3,Regular,0.05,Meat,210.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,6331.76,26
NCV05,10.1,Low Fat,0.03,Health and Hygiene,153.47,OUT017,2007,Medium,Tier 2,Supermarket Type1,1853.59,18
FDX16,17.85,Low Fat,0.07,Frozen Foods,149.1,OUT046,1997,Small,Tier 1,Supermarket Type1,2247.07,28
DRK12,9.5,Low Fat,0.0,Soft Drinks,32.89,OUT010,1998,Medium,Tier 3,Grocery Store,33.29,27
NCA05,20.75,Low Fat,0.03,Health and Hygiene,146.67,OUT017,2007,Medium,Tier 2,Supermarket Type1,445.42,18
DRG51,12.1,Low Fat,0.02,Dairy,164.65,OUT010,1998,Medium,Tier 3,Grocery Store,657.81,27
NCR30,20.6,Low Fat,0.07,Household,74.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,223.71,16
NCE31,7.67,Low Fat,0.18,Household,33.12,OUT046,1997,Small,Tier 1,Supermarket Type1,727.05,28
FDM56,12.857645184135976,Low Fat,0.12,Fruits and Vegetables,111.19,OUT019,1985,Small,Tier 1,Grocery Store,218.38,40
FDP24,20.6,Low Fat,0.08,Baking Goods,119.58,OUT013,1987,High,Tier 3,Supermarket Type1,2665.86,38
DRM37,15.35,Low Fat,0.16,Soft Drinks,196.68,OUT010,1998,Medium,Tier 3,Grocery Store,591.23,27
FDN56,5.46,Regular,0.11,Fruits and Vegetables,142.68,OUT013,1987,High,Tier 3,Supermarket Type1,2311.66,38
DRE60,9.395,Low Fat,0.16,Soft Drinks,224.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,7017.53,26
FDW49,12.857645184135976,Low Fat,0.14,Canned,180.6,OUT019,1985,Small,Tier 1,Grocery Store,895.5,40
FDM20,10.0,Low Fat,0.04,Fruits and Vegetables,243.81,OUT046,1997,Small,Tier 1,Supermarket Type1,4655.27,28
FDK15,12.857645184135976,Low Fat,0.17,Meat,98.2,OUT019,1985,Small,Tier 1,Grocery Store,198.41,40
FDK48,7.445,Low Fat,0.04,Baking Goods,73.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,451.41,26
FDO49,12.857645184135976,Regular,0.06,Breakfast,49.7,OUT019,1985,Small,Tier 1,Grocery Store,50.6,40
FDC09,15.5,Regular,0.03,Fruits and Vegetables,102.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.2,16
NCZ41,19.85,Low Fat,0.06,Health and Hygiene,126.17,OUT013,1987,High,Tier 3,Supermarket Type1,876.19,38
FDP19,11.5,Low Fat,0.17,Fruits and Vegetables,128.17,OUT046,1997,Small,Tier 1,Supermarket Type1,2454.14,28
FDQ24,12.857645184135976,Low Fat,0.13,Baking Goods,250.47,OUT019,1985,Small,Tier 1,Grocery Store,251.67,40
DRL11,10.5,Low Fat,0.05,Hard Drinks,159.09,OUT045,2002,Medium,Tier 2,Supermarket Type1,4102.66,23
FDO36,19.7,Low Fat,0.08,Baking Goods,177.77,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.49,21
FDN52,12.857645184135976,Regular,0.13,Frozen Foods,86.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,1569.96,40
FDF21,10.3,Regular,0.1,Fruits and Vegetables,188.65,OUT010,1998,Medium,Tier 3,Grocery Store,189.75,27
FDU40,20.85,Low Fat,0.04,Frozen Foods,192.75,OUT013,1987,High,Tier 3,Supermarket Type1,3099.96,38
FDS51,13.35,Low Fat,0.03,Meat,61.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,743.03,26
FDE45,12.1,Low Fat,0.04,Fruits and Vegetables,177.8,OUT046,1997,Small,Tier 1,Supermarket Type1,1611.9,28
FDX50,20.1,Low Fat,0.07,Dairy,108.72,OUT035,2004,Small,Tier 2,Supermarket Type1,1215.75,21
NCN14,12.857645184135976,Low Fat,0.16,Others,184.26,OUT019,1985,Small,Tier 1,Grocery Store,367.52,40
FDQ21,21.25,Low Fat,0.02,Snack Foods,120.88,OUT018,2009,Medium,Tier 3,Supermarket Type2,3150.57,16
FDV57,12.857645184135976,Regular,0.07,Snack Foods,181.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,7370.41,40
FDB44,6.655,Low Fat,0.02,Fruits and Vegetables,209.26,OUT013,1987,High,Tier 3,Supermarket Type1,2954.82,38
FDG52,13.65,Low Fat,0.07,Frozen Foods,47.74,OUT013,1987,High,Tier 3,Supermarket Type1,643.16,38
FDL38,12.857645184135976,Regular,0.03,Canned,88.42,OUT019,1985,Small,Tier 1,Grocery Store,89.22,40
NCS54,13.6,Low Fat,0.01,Household,176.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,4940.24,26
DRL37,15.5,Low Fat,0.05,Soft Drinks,41.58,OUT035,2004,Small,Tier 2,Supermarket Type1,735.71,21
FDA43,10.895,Low Fat,0.06,Fruits and Vegetables,196.68,OUT013,1987,High,Tier 3,Supermarket Type1,1170.48,38
FDZ39,19.7,Regular,0.02,Meat,101.8,OUT017,2007,Medium,Tier 2,Supermarket Type1,1135.19,18
FDG45,8.1,Low Fat,0.0,Fruits and Vegetables,211.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,3823.02,16
FDH10,21.0,Low Fat,0.05,Snack Foods,195.05,OUT013,1987,High,Tier 3,Supermarket Type1,1549.98,38
FDO10,13.65,Regular,0.02,Snack Foods,58.36,OUT010,1998,Medium,Tier 3,Grocery Store,114.52,27
FDS35,12.857645184135976,Low Fat,0.11,Breads,63.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,1033.32,40
FDI41,12.857645184135976,Regular,0.06,Frozen Foods,145.14,OUT027,1985,Medium,Tier 3,Supermarket Type3,4561.4,40
FDN21,12.857645184135976,Low Fat,0.08,Snack Foods,163.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,2416.85,40
NCO18,13.15,Low Fat,0.02,Household,176.87,OUT045,2002,Medium,Tier 2,Supermarket Type1,2133.22,23
FDB34,15.25,Low Fat,0.03,Snack Foods,85.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,1482.74,16
FDD05,19.35,Low Fat,0.02,Frozen Foods,121.51,OUT013,1987,High,Tier 3,Supermarket Type1,2892.24,38
FDX59,12.857645184135976,Low Fat,0.05,Breads,33.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,984.72,40
FDZ23,17.75,Regular,0.11,Baking Goods,185.42,OUT010,1998,Medium,Tier 3,Grocery Store,745.7,27
FDX27,20.7,Regular,0.11,Dairy,92.74,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.61,28
FDV07,9.5,Low Fat,0.0,Fruits and Vegetables,110.42,OUT017,2007,Medium,Tier 2,Supermarket Type1,1547.32,18
FDR14,11.65,Low Fat,0.18,Dairy,55.53,OUT017,2007,Medium,Tier 2,Supermarket Type1,647.16,18
FDO01,21.1,Regular,0.02,Breakfast,128.8,OUT045,2002,Medium,Tier 2,Supermarket Type1,1798.99,23
FDO13,7.865,Low Fat,0.06,Breakfast,166.35,OUT017,2007,Medium,Tier 2,Supermarket Type1,1973.43,18
FDU25,12.35,Low Fat,0.03,Canned,57.02,OUT035,2004,Small,Tier 2,Supermarket Type1,1737.74,21
NCK54,12.857645184135976,Low Fat,0.03,Household,114.72,OUT027,1985,Medium,Tier 3,Supermarket Type3,1864.24,40
FDZ56,16.25,Low Fat,0.03,Fruits and Vegetables,168.15,OUT013,1987,High,Tier 3,Supermarket Type1,1516.03,38
NCL55,12.15,Low Fat,0.07,Others,253.7,OUT017,2007,Medium,Tier 2,Supermarket Type1,5060.08,18
FDD59,10.5,Regular,0.07,Starchy Foods,78.3,OUT045,2002,Medium,Tier 2,Supermarket Type1,2157.19,23
FDJ55,12.8,Regular,0.02,Meat,226.04,OUT017,2007,Medium,Tier 2,Supermarket Type1,5400.97,18
FDA45,12.857645184135976,Low Fat,0.15,Snack Foods,177.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,5469.55,40
DRF23,4.61,Low Fat,0.21,Hard Drinks,172.84,OUT010,1998,Medium,Tier 3,Grocery Store,174.44,27
FDT49,7.0,Low Fat,0.15,Canned,105.73,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.34,18
NCO17,10.0,Low Fat,0.0,Health and Hygiene,120.64,OUT035,2004,Small,Tier 2,Supermarket Type1,1917.5,21
FDH22,6.405,Low Fat,0.14,Snack Foods,128.17,OUT035,2004,Small,Tier 2,Supermarket Type1,1017.34,21
FDT34,9.3,Low Fat,0.17,Snack Foods,104.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,1998.73,26
FDB39,11.6,Low Fat,0.04,Dairy,57.93,OUT045,2002,Medium,Tier 2,Supermarket Type1,615.2,23
FDQ22,16.75,Low Fat,0.03,Snack Foods,39.18,OUT045,2002,Medium,Tier 2,Supermarket Type1,314.26,23
NCN43,12.15,Low Fat,0.01,Others,122.97,OUT010,1998,Medium,Tier 3,Grocery Store,123.17,27
FDG57,14.7,Low Fat,0.07,Fruits and Vegetables,48.2,OUT049,1999,Medium,Tier 1,Supermarket Type1,1020.67,26
FDR20,20.0,Regular,0.03,Fruits and Vegetables,46.77,OUT035,2004,Small,Tier 2,Supermarket Type1,1222.41,21
FDU22,12.857645184135976,Low Fat,0.16,Snack Foods,120.21,OUT019,1985,Small,Tier 1,Grocery Store,474.05,40
NCC43,7.39,Low Fat,0.09,Household,250.91,OUT017,2007,Medium,Tier 2,Supermarket Type1,1506.04,18
FDP01,20.75,Regular,0.11,Breakfast,150.57,OUT010,1998,Medium,Tier 3,Grocery Store,762.34,27
FDF52,9.3,Low Fat,0.07,Frozen Foods,184.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0,16
FDZ33,10.195,Low Fat,0.11,Snack Foods,147.61,OUT035,2004,Small,Tier 2,Supermarket Type1,3547.38,21
FDP48,12.857645184135976,Regular,0.04,Baking Goods,181.4,OUT027,1985,Medium,Tier 3,Supermarket Type3,6042.14,40
FDW56,7.68,Low Fat,0.12,Fruits and Vegetables,192.22,OUT010,1998,Medium,Tier 3,Grocery Store,384.83,27
FDC26,10.195,Low Fat,0.13,Canned,110.69,OUT018,2009,Medium,Tier 3,Supermarket Type2,1223.07,16
FDF34,9.3,Regular,0.01,Snack Foods,200.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.49,16
FDJ33,8.895,Regular,0.09,Snack Foods,123.47,OUT035,2004,Small,Tier 2,Supermarket Type1,1478.08,21
